CUST_ID,ARTICLE_ID,RATING,TIME
B000QP4IBG,A3SC4XMRTKY0LM,5.0,
B000QP4IBG,A2RNYF2PTOB82J,5.0,
B000QP4IBG,A3GAS98T276O1E,5.0,
B000QP4IBG,A411DVRTQ9S0D,5.0,
B000QP4IBG,A299RHMH1M9PIW,5.0,
B000QP6SVY,A3RMZPK9F8EV1M,4.0,
B000QP6SVY,AFVQDZ4F03GAZ,5.0,
B000QP6SVY,A1KS6T1HFIDYMC,5.0,
B000QP6SVY,A180FU2CKWJD64,4.0,
B000QVL4NU,A1EYTDCGBR54X3,5.0,
B000QVL4NU,AHR4JUQSQVC99,5.0,
B000QVL4NU,ADF3QQIDTOA6X,5.0,
B000QVL4NU,AOJTT268M9FLP,5.0,
B000QVL4NU,A25EZMVLNCF8OP,5.0,
B000S3BNY6,A18N7TQO13A3RT,4.0,
B000S3BNY6,A1WZL59SHNDPQM,5.0,
B000S3BNY6,A3536QG5D27HMM,5.0,
B000S3BNY6,A39JZXGQPTFW60,5.0,
B000S3BNY6,AOKJBN381S0B2,5.0,
B000S3BNY6,AO1JG7SMPAAV7,5.0,
B000S3BNY6,A2H3JURQZOHVMB,5.0,
B000S3BNY6,A11MI5QN5FQKZX,3.0,
B000S3BNY6,A1KS6T1HFIDYMC,5.0,
B000S3BNY6,A2LDEDOQZH3VTP,5.0,
B000S3JC9E,AN9AXUWNL1KNQ,5.0,
B000S3JC9E,A35SF7WOUI49AM,5.0,
B000S3JC9E,A15QJBXUODK1L6,5.0,
B000S3JC9E,A3MYLQ2YQ5POLF,5.0,
B000S3JC9E,A2QSPEOV2ZXSMH,5.0,
B000S3JC9E,A207YLBL3U4ACG,5.0,
B000S3KQOE,A3Q1ZOVPZM6RFG,5.0,
B000S3KQOE,A19FF2FX1B6803,4.0,
B000S3KQOE,A2TLIKWSD8H44F,4.0,
B000S3KQOE,AROBLPGK3SR5P,5.0,
B000S3W3Z4,A108SSM7YMMTOM,5.0,
B000S3W3Z4,A3C1V3J0U8N236,5.0,
B000S3W3Z4,ALHJJP8ZU2LM2,3.0,
B000S3W3Z4,A2X7R5NGYYT3YM,5.0,
B000S3W3Z4,A1HZHJ0A0FILLD,5.0,
B000S3W3Z4,AN0DDBQW1I5A3,5.0,
B000S3W3Z4,A23PHJVJY2DFOD,5.0,
B000S43HH6,A3ADMTSOPT9QX9,5.0,
B000S43HH6,A3SVCK3QJ0QGK7,5.0,
B000S43HH6,A3N7HGTKWF3P2N,5.0,
B000S43HH6,A24A5RKKXK4B9C,5.0,
B000S43HH6,A3TVE2CTM8QI9P,5.0,
B000S43HH6,AE86VUMJ7B5UH,5.0,
B000S50V9C,A8OON06QWYWQT,5.0,
B000S50V9C,A11REAKX5WJPN6,5.0,
B000S50V9C,AHPMD366QVRUX,5.0,
B000S50V9C,A2HZGMFXIEYF12,4.0,
B000S50V9C,A2VVILVIL5ZG6P,5.0,
B000S50V9C,A28HZPK2ITCGNO,5.0,
B000S50VHE,A1DAJZO8DIGDYS,5.0,
B000S50VHE,A3FC7KT1F6VJDV,4.0,
B000S50VHE,A24A5RKKXK4B9C,5.0,
B000S50VHE,A3NNO32KVSYJTO,4.0,
B000S50VHE,AY3CGOSJ8Q2FG,5.0,
B000S50VHE,AVZ43OJVZ4UAT,5.0,
B000S50VHE,A1OME09OAZJH2F,5.0,
B000S510H4,A1JG5CUW19D45,5.0,
B000S510H4,A3VQ7TESAWBNG9,4.0,
B000S510H4,A1AB2MRXB700DF,5.0,
B000S510H4,A2QSPEOV2ZXSMH,5.0,
B000S5111E,AHX3WF4PBV9D1,5.0,
B000S5111E,A2M0R5SHEEDXME,5.0,
B000S5111E,AHM0BJW4T0DNB,5.0,
B000S5111E,A3Q4NULWZU3RI,5.0,
B000S5111E,A2H3JURQZOHVMB,5.0,
B000S5111E,A2UYBXJACYG1N9,5.0,
B000S5111E,A8OON06QWYWQT,5.0,
B000S5111E,A1VC6419THHIET,5.0,
B000S5111E,A30R2TP9T3K9YB,5.0,
B000S51XMQ,AZMI3KBZHKI2P,5.0,
B000S51XMQ,ALNN0L119XF76,5.0,
B000S51XMQ,A1GJSM46QH7KZ4,5.0,
B000S51XMQ,A3839T2HJCJ5C0,5.0,
B000S51XMQ,A1TGP50SOYYDVQ,5.0,
B000S51XMQ,ALK88KXNK17GL,5.0,
B000S51XMQ,AUAXS5UA4Q1GV,5.0,
B000S51XMQ,A1BTB9075DZ8DR,5.0,
B000S51XMQ,A74E00BR5Q4GV,5.0,
B000S51XMQ,AVK12IGNSH3XE,5.0,
B000S51XMQ,A194LHU9ZXVWOF,5.0,
B000S51XMQ,AVNA7I8N5M1EV,5.0,
B000S51XMQ,A3DID289Y9SI5J,5.0,
B000S51XMQ,A3UPWQ9K3FIGHD,5.0,
B000S51XMQ,A191X00EZ9B7X6,5.0,
B000S51XMQ,A16SM2S1O3DVF4,5.0,
B000S51XMQ,A36UG2A3DJ385R,5.0,
B000S51XMQ,A1FCIZ8J37BX82,5.0,
B000S51XMQ,A3PA0O76SGV5AU,5.0,
B000S51XMQ,A2KGPSU6FR82V3,5.0,
B000S51XMQ,A2JVIA9P648H6Y,3.0,
B000S51XMQ,A2NZ8TNTW8AUS,4.0,
B000S52DRK,A1FBRG7TEDHF8J,3.0,
B000S52DRK,A3OQJGMT9ABYL7,5.0,
B000S52DRK,A16VSDB5WP0SNV,5.0,
B000S52DRK,A2ZATQUUG47BML,5.0,
B000S53ZOK,A36EDWL4F3AASU,3.0,
B000S53ZOK,A3EBK445KB31VD,3.0,
B000S53ZOK,A2ABJ4XM4MJ5CD,5.0,
B000S53ZOK,A1Q5VBBM1XZCBB,5.0,
B000S55TS0,AFUIT5NVTFSG7,5.0,
B000S55TS0,A31UFA8DTI5R59,5.0,
B000S55TS0,A3W4D8XOGLWUN5,4.0,
B000S55TS0,A2ZEJW2WIHKJPM,5.0,
B000S55TS0,A14YTPQDH3PAZU,5.0,
B000S55TS0,A2QAA73Z4XIK2B,5.0,
B000S55TS0,A3B0XU9BPSVVBK,5.0,
B000S55TTY,A3W4D8XOGLWUN5,4.5,
B000S55TTY,A1HVTP58Q1CTJL,5.0,
B000S55TTY,A2VYPEKBMV1E14,5.0,
B000S55TTY,AGNKV18Y7SHG6,5.0,
B000S55TTY,A1GZ6DL14S4C7O,5.0,
B000S55TTY,AHPMD366QVRUX,5.0,
B000S56380,ADIVQNX8A9CE,5.0,
B000S56380,AIIBHFS2EP0EA,5.0,
B000S56380,A3B9XTIDLP6BKN,5.0,
B000S56380,A1ISYVPFV83QRO,5.0,
B000S56380,A2C7H7VGAEG6RG,5.0,
B000S56380,A3021A8OUQRMAF,5.0,
B000S56380,A1M302NZNOHI8H,5.0,
B000S56380,A2RH1NN6ZKY9E7,5.0,
B000S56380,A3DCOGGBKMJ8RN,4.0,
B000S56380,AHPMD366QVRUX,5.0,
B000S57HBW,A364B9H8S23AEY,5.0,
B000S57HBW,A2R9MMMP0TIF9P,5.0,
B000S57HBW,A3UGRW2WDAPDMT,5.0,
B000S57HBW,A3M2RDRGZN09OV,5.0,
B000SEZW42,A1GPBORBKVEF3K,5.0,
B000SEZW42,A2XDOOOB5P2000,5.0,
B000SEZW42,A3OSZMNBO13W93,5.0,
B000SEZW42,A2MJTPNO8HIOUF,5.0,
B000SEZW42,A3FKFI7E9EZUXC,5.0,
B000SF2UXW,A33G5NB3THTY6G,5.0,
B000SF2UXW,A3L8FEG0U3UY2M,5.0,
B000SF2UXW,A2FPQDU2PZ1N35,5.0,
B000SF2UXW,A343CR4VYJ0FCQ,5.0,
B000SFFCTG,A1KL466UI2W31L,5.0,
B000SFFCTG,A3DYLNS3B1ZUUO,5.0,
B000SFFCTG,ASHLINSRL21GS,5.0,
B000SFFCTG,AGCRJ5IQ05I26,4.0,
B000SFONMI,A30TALKCA3L0VK,5.0,
B000SFONMI,A380G27KIK3KXH,5.0,
B000SFONMI,A1TK6SJIJB0FCT,5.0,
B000SFONMI,A34P9FW14SAGXF,5.0,
B000SNWG5Q,AQYKAM1XQ9779,5.0,
B000SNWG5Q,A15VH7AWS9ZIJK,5.0,
B000SNWG5Q,AS2OJAY91CQHY,5.0,
B000SNWG5Q,A1S10OAFGPC4W,4.0,
B000SX6HCY,AR7QOCLIRJ9X0,5.0,
B000SX6HCY,A244I0L3B89G0B,5.0,
B000SX6HCY,AKV6JE85B1LMY,5.0,
B000SX6HCY,A1KCZO1JX0BX3M,5.0,
B000SX6HCY,A1E83Q09A7R1NC,5.0,
B000SX6HCY,A14YTPQDH3PAZU,5.0,
B000SX858S,A3I1VYV6NN83WR,5.0,
B000SX858S,AJZ2IH28PQT00,5.0,
B000SX858S,A1HVTP58Q1CTJL,4.0,
B000SX858S,A31RKOWXBYYI7S,5.0,
B000SX858S,A126IYYRJJ2II1,5.0,
B000SX858S,A3V0SIU4VW98,5.0,
B000SX85CE,A31RKOWXBYYI7S,5.0,
B000SX85CE,A2K7GCHDI8PEDQ,5.0,
B000SX85CE,A1NY305D1WAUGL,5.0,
B000SX85CE,A225KOTGHS3BRA,5.0,
B000SX85CE,A17B6RQF693UGJ,5.0,
B000SX85CE,A3QMCTYEDVRETX,5.0,
B000SX85CE,A2P87N9ZBH1H73,5.0,
B000SX85CE,A1Q6WSLCQZLUR5,5.0,
B000SX85CE,A2REZHRO2Z70M7,5.0,
B000SX87C2,A1JRR5PL862Y9X,5.0,
B000SX87C2,ASAYMR93YHZG5,5.0,
B000SX87C2,A244I0L3B89G0B,5.0,
B000SX87C2,A1VTEL32W5FM13,4.0,
B000SX87C2,A1BPOT4A46JDNR,4.0,
B000SX8ASS,A161A2BZ58MUNJ,5.0,
B000SX8ASS,AUXYVLRUCYHRP,5.0,
B000SX8ASS,A2FPQFQV92NFBH,5.0,
B000SX8ASS,A1CBWOUGO0DZ47,5.0,
B000SX8ASS,A56W0E01O60NY,5.0,
B000SX8ASS,AR3OJJ9LVGSPP,5.0,
B000SX8ASS,A2E6H899T4DEI8,4.0,
B000SX8ASS,A19829C9CLGVNM,5.0,
B000SX8ASS,A21FYDE2TFTODV,5.0,
B000SX8ASS,A11PSEDPRWZLDV,5.0,
B000SX8ASS,A1TMO8UX9J2WQN,5.0,
B000SX8ASS,A368R6C5ZEO71R,5.0,
B000SX8DW6,A38X3820MO0TAN,5.0,
B000SX8DW6,A3J8A5L5AF5TX9,4.0,
B000SX8DW6,A2WYAMPJXTCPFR,5.0,
B000SX8DW6,A1DWGDEINCB5BE,5.0,
B000SX9G90,A34UEVYJIBAZ,5.0,
B000SX9G90,A2IMX2K43G8EI0,5.0,
B000SX9G90,A31RKOWXBYYI7S,5.0,
B000SX9G90,A16OM4JF3BOW4O,5.0,
B000SX9G90,A35O93W5EM85CU,5.0,
B000SX9G90,A14YTPQDH3PAZU,5.0,
B000SXBJ90,AROBLPGK3SR5P,5.0,
B000SXBJ90,A2PC0VP3TXN7GZ,4.0,
B000SXBJ90,A2FM1IDLKUS5WF,5.0,
B000SXBJ90,AC5FWEVBSN9O8,5.0,
B000SXBJ90,A22UHUH3B32WLV,5.0,
B000SXBJ90,A2E5VETILNCF4E,5.0,
B000SXBJ90,A7BH80C3V2RUU,5.0,
B000SXBLO8,A2PG6NNDVE245J,5.0,
B000SXBLO8,A14X278KWM1Q2W,5.0,
B000SXBLO8,A2K7GCHDI8PEDQ,5.0,
B000SXBLO8,AUFJRMYL1K9OZ,5.0,
B000SXBLO8,A1NY305D1WAUGL,5.0,
B000SXBLO8,A311Q82GNUAGR,5.0,
B000SXDCD6,A1LOA4KCVVK6QG,5.0,
B000SXDCD6,A3R4MUBUQWGBQA,5.0,
B000SXDCD6,A1V8NQRGXMOLJJ,5.0,
B000SXDCD6,A16Y2YA4N8N10I,5.0,
B000SXDCD6,A39HK7B1INNEC0,5.0,
B000SXHB6K,A2AIXGNFMSGVDM,5.0,
B000SXHB6K,A39LUHOIFMRRYL,5.0,
B000SXHB6K,A3DU6IJH1CEWNF,5.0,
B000SXHB6K,A2RNKU9KJHQ2BV,5.0,
B000SXHB6K,ALLCK39NM5RJY,5.0,
B000SXHB6K,AEOBBMPNHSHBK,5.0,
B000SXHB6K,AZWULMAOSR7IR,5.0,
B000SXHB6K,A1GLYYFZG2W6P7,5.0,
B000SXHB6K,A3B0XU9BPSVVBK,5.0,
B000SXIZIS,A2RN96THYY5YKZ,5.0,
B000SXIZIS,AI2WD20YMB1TS,5.0,
B000SXIZIS,A2RBNPWKANA94,5.0,
B000SXIZIS,A1B0OX160OZPFD,5.0,
B000SXIZIS,A2ABJ4XM4MJ5CD,5.0,
B000SXIZIS,A2X8KGSJ73EG9F,5.0,
B000SXIZUQ,A2GXIKCQ7TT7ZZ,5.0,
B000SXIZUQ,A3OO7BT0WMAKUZ,5.0,
B000SXIZUQ,A1S10OAFGPC4W,4.0,
B000SXIZUQ,A1YLDTB2NEBEMM,5.0,
B000SXIZUQ,A449FP7EPXEDI,5.0,
B000SXIZUQ,A30TALKCA3L0VK,5.0,
B000SXIZUQ,A1PH0SIPRL5J5Z,5.0,
B000SXKPYU,A20173T9HDB759,5.0,
B000SXKPYU,AGWD67X4C1ZVK,5.0,
B000SXKPYU,A24K5Y2GCIKHRV,5.0,
B000SXKPYU,AZWULMAOSR7IR,5.0,
B000SXKPYU,A3B0XU9BPSVVBK,5.0,
B000SXKPYU,ADAQDVXCRNSL0,5.0,
B000SXKPYU,A2JREJS24M35PT,1.0,
B000SXKPYU,A3CB9KNPD259QP,5.0,
B000SXKWVG,AX2MZF9A6TP9S,5.0,
B000SXKWVG,A16P4QHHIYXG3U,5.0,
B000SXKWVG,AER2CRRW2U50Q,5.0,
B000SXKWVG,AP0NLKGV34CEL,5.0,
B000SXKWVG,A3LPCNKUIKV4O9,5.0,
B000SXKWVG,A2OUXI87D0UR03,5.0,
B000SXKWXY,A1XJHF8BDHNS4L,5.0,
B000SXKWXY,A1Z9ULR2V4W082,5.0,
B000SXKWXY,A19T9VM3RDUJBF,5.0,
B000SXKWXY,AP0NLKGV34CEL,5.0,
B000SXKWXY,A3K7LEJMNE7EOF,5.0,
B000SXKWXY,A1IX1D5QUM6ZQ6,5.0,
B000SXKWXY,A2MJTPNO8HIOUF,5.0,
B000SXM2AK,A3P6UBW9N5LE02,5.0,
B000SXM2AK,A3M8LFDLC6JQUG,5.0,
B000SXM2AK,A2X8AZWWE8HA2G,4.0,
B000SXM2AK,A10UMIIKKL8WTB,5.0,
B000SXM2AK,A16G4VN9SG79VY,5.0,
B000SXM2AK,A26M1I39ZANUCE,5.0,
B000SXM2AK,A3P4B1RFJCRUR3,5.0,
B000SXM2AK,ATZAA71HTLZS2,5.0,
B000SXM2AK,A15T3Y3BL2AJ9V,4.0,
B000SXM2AK,A1MAKB0RRC8TZ1,5.0,
B000SXM3HM,A2F9RIKO3H7TTG,5.0,
B000SXM3HM,A2AIXGNFMSGVDM,5.0,
B000SXM3HM,A2Y85E6GF6Z6RU,5.0,
B000SXM3HM,A2YW2W4WXU53QL,5.0,
B000SXM3HM,AIO5HMETOHB36,5.0,
B000SXM3HM,A1I0CHH4HB70IL,5.0,
B000SXM3HM,AOROFT8YI4YYV,5.0,
B000SXM3HM,AE4YZWQB533IA,5.0,
B000SXM5WK,AZ6QM3SWTG0UU,5.0,
B000SXM5WK,ALJSWHMTEUH8X,5.0,
B000SXM5WK,A3CMTZCF07ZASP,5.0,
B000SXM5WK,A27JDEKPZITWW,4.0,
B000SXM5WK,A9KAM3B9ET3CZ,5.0,
B000SXM5WK,A27TQ6L6C4XTYF,5.0,
B000SXM5WK,A2JE1FQQBSH8N0,3.0,
B000SZ22Y4,APBMLKG1UM5AX,4.0,
B000SZ22Y4,A3PJ5FGZWHRYTI,5.0,
B000SZ22Y4,AR7QOCLIRJ9X0,5.0,
B000SZ22Y4,A13O7AKTOM0HIT,5.0,
B000SZBPAQ,A28T1SMUVHTB74,5.0,
B000SZBPAQ,A1ZPAJQQ6JGCC,4.0,
B000SZBPAQ,A3NR2Q0E92S9DN,5.0,
B000SZBPAQ,A287IG1JJBF0QA,5.0,
B000SZBPAQ,A1Y4NAXQPWIB0X,5.0,
B000SZDKT0,AGG34W4Q3GTUN,5.0,
B000SZDKT0,A28AJ511MTC11F,5.0,
B000SZDKT0,A3IPADSXYJCYNK,5.0,
B000SZDKT0,A3Q4NULWZU3RI,5.0,
B000SZDKT0,A1ZRRVDOR23GEU,4.0,
B000SZDKT0,A244I0L3B89G0B,5.0,
B000SZDX1K,A24AGZ8LUR9WHE,4.0,
B000SZDX1K,AFLQK4C1ZES72,5.0,
B000SZDX1K,A3PVEW4NZUSKB8,5.0,
B000SZDX1K,ADDGVV6XFKBPX,4.0,
B000SZDX1K,A38YATKTY2TNPJ,5.0,
B000SZDX1K,A1M5CEZHT42YUE,5.0,
B000SZDX88,A24AGZ8LUR9WHE,4.0,
B000SZDX88,A8SSQ3F61OD30,5.0,
B000SZDX88,A2SC6A1140J5CR,5.0,
B000SZDX88,A3PVEW4NZUSKB8,5.0,
B000SZDX88,A1MVKGZYSZAYBY,5.0,
B000SZDX88,APANKO5VLZH45,5.0,
B000SZDX88,A57MP9CBKX8R0,4.0,
B000SZE0CG,AVEXQ8FL5XF4K,5.0,
B000SZE0CG,A3HYIJ695U0QKL,5.0,
B000SZE0CG,A1A008ZY5564VC,5.0,
B000SZE0CG,A311Q82GNUAGR,5.0,
B000SZE0CG,A2HTF5KLNJB3M8,5.0,
B000SZE0CG,A3H7JUOGF58MJP,5.0,
B000SZF7R8,ADR0OXDXJGLKH,1.0,
B000SZF7R8,A3V8WEVBK7V6K8,4.0,
B000SZF7R8,A1MSA79F5J0KXW,5.0,
B000SZF7R8,A2VI3FCW3YODVC,4.0,
B000SZF7R8,A34RKOWXPYA4DU,5.0,
B000SZF7R8,AEI2WEFEZNCO3,5.0,
B000SZFJGW,A3G6QZJBB466TC,5.0,
B000SZFJGW,A1V0I4157HKPUX,4.0,
B000SZFJGW,A201BS8F549A9H,5.0,
B000SZFJGW,A3HEQJWSLFXGKM,5.0,
B000SZFJGW,A19JKNFJXVET3,5.0,
B000SZFJGW,A28ZP5UL62GPCW,5.0,
B000SZGWDG,A2LASORRVJQI66,5.0,
B000SZGWDG,A3HVM1Z61ZBIWH,5.0,
B000SZGWDG,A9Y41GQYE8Y4U,5.0,
B000SZGWDG,A24XSPVHU5L883,5.0,
B000SZGWDG,A8GCVYKML236J,5.0,
B000SZHD7K,A1NWB94VZL7EIV,5.0,
B000SZHD7K,A14ZFVXT1U63LL,5.0,
B000SZHD7K,A3NFLNIJHAXSRT,5.0,
B000SZHD7K,A2R67QMXJA9GPV,4.0,
B000SZHD7K,A25YUMUDUUL9KD,4.0,
B000SZHZIW,A24A5RKKXK4B9C,5.0,
B000SZHZIW,A21RF3DDGLD40Y,5.0,
B000SZHZIW,AQ5Q9GSD3W11N,5.0,
B000SZHZIW,ALBV5RZNG64MT,5.0,
B000SZIR0C,A3K43QBDJVG6Y8,5.0,
B000SZIR0C,A2EZP38KLCL8DB,5.0,
B000SZIR0C,A38KRBCJ02HS8Y,5.0,
B000SZIR0C,A20SZNEQJU638A,5.0,
B000SZIVVM,A16QLPR1MSQ39U,5.0,
B000SZIVVM,A3C8LUH4AXXCJP,5.0,
B000SZIVVM,A3LRL3ZX5RIEV2,5.0,
B000SZIVVM,A2WJ4MZEIPG6XW,5.0,
B000SZIVVM,A2B7SFKJDDQ9EG,5.0,
B000SZIVVM,A1IMXID5CR8RHT,5.0,
B000SZIVVM,A15LCJ97JUBGS2,5.0,
B000SZX2I4,A1467QB8PAVKB1,5.0,
B000SZX2I4,A1T0LSFNXPLOBF,5.0,
B000SZX2I4,AQYKAM1XQ9779,5.0,
B000SZX2I4,A2IEX7ESCYYD5H,5.0,
B000SZX2I4,AER2CRRW2U50Q,5.0,
B000SZX2I4,A2W9C3RPEITUQO,5.0,
B000SZX8H4,A2W2PYVSXV4Z6H,5.0,
B000SZX8H4,A1M3F4G45OXRDI,5.0,
B000SZX8H4,A3CMIIP8HR5N1F,4.0,
B000SZX8H4,A3R2P1ZT52DWLT,5.0,
B000SZX8H4,A27JDEKPZITWW,5.0,
B000SZX8H4,A2H3JURQZOHVMB,5.0,
B000SZX8H4,A1W2PKCD3OV2OD,5.0,
B000SZZA70,A2K7GCHDI8PEDQ,5.0,
B000SZZA70,A3SC4XMRTKY0LM,5.0,
B000SZZA70,A3R2P1ZT52DWLT,5.0,
B000SZZA70,A35XG6755DWOJV,4.0,
B000SZZA70,A1YRP3S2A6ZRZJ,5.0,
B000T0063M,A2IEX7ESCYYD5H,5.0,
B000T0063M,A2L7SOKK7I1K2Y,5.0,
B000T0063M,A2PR1O53J0V8W2,5.0,
B000T0063M,A1C7DTTCSMHPUQ,5.0,
B000T006RI,ANJ8X1J5DVNMW,5.0,
B000T006RI,A1MYLVHG0D6BMM,5.0,
B000T006RI,A2C7H7VGAEG6RG,5.0,
B000T006RI,A3HVM1Z61ZBIWH,5.0,
B000T006RI,A3P6UBW9N5LE02,4.0,
B000T006RI,A361X36P5LZLY1,5.0,
B000T006RI,A2G2XC9FOMCHD9,5.0,
