CUST_ID,ARTICLE_ID,AGE,RATING
1098143,4710105031613,35-39,2
1098143,4710058277021,35-39,1
1098143,4710105016351,35-39,1
1098143,4710105031811,35-39,1
1098143,4710085120628,35-39,1
1098143,4716426880619,35-39,1
1098143,4710105031286,35-39,1
1098143,4710105017112,35-39,1
1098143,4710626065616,35-39,1
1098143,4710632001172,35-39,1
1098143,4710105031286,35-39,1
1098143,4710105031880,35-39,1
1098143,4710110855129,35-39,1
1098143,4710105031811,35-39,1
1098143,4710088502209,35-39,1
1098143,4710088502209,35-39,1
1098143,4716426880411,35-39,1
1098143,4718429100060,35-39,1
1098143,4710043004922,35-39,1
1098143,4718429100060,35-39,1
1098143,4714775000627,35-39,1
1098143,4710421090059,35-39,1
1098143,4710626055310,35-39,1
1098143,4716426880619,35-39,1
1098143,4710105031880,35-39,1
1098143,4710632001172,35-39,1
1098143,4710105031880,35-39,1
1098143,4710058277021,35-39,1
1098143,4710421090059,35-39,1
1098143,4710105031880,35-39,1
1098143,4710105031286,35-39,1
1098143,4715006140051,35-39,1
1098143,4716426880411,35-39,1
1098143,4710058277021,35-39,1
1098143,4710063422362,35-39,2
1098143,4710105031880,35-39,1
1098143,4710088502209,35-39,1
1098143,4710421090059,35-39,1
1098143,4710175565711,35-39,1
1098143,4710058277021,35-39,1
1098143,4710085172696,35-39,1
1098143,4710085150328,35-39,1
1098143,4710085150328,35-39,1
1098143,4710043004922,35-39,1
1098143,4710626065616,35-39,1
1098143,4710485168879,35-39,1
1098143,4710421090059,35-39,1
1098143,4710105031286,35-39,1
1098143,4710088434258,35-39,1
1098143,4710047512041,35-39,1
1098143,4710105016351,35-39,1
1098143,4710171086135,35-39,1
1098143,4710626065616,35-39,1
1098143,4710085150328,35-39,1
1117042,4710114308119,50-54,1
1117042,4719090790017,50-54,1
1117042,4711271000014,50-54,2
1117042,4710032500879,50-54,1
1117042,4711681000048,50-54,1
1117042,4713447001016,50-54,1
1117042,4719090900065,50-54,1
1117042,4711186600071,50-54,1
1117042,37000440147,50-54,1
1117042,4713754987607,50-54,1
1117042,4710740600151,50-54,1
1117042,37000329169,50-54,1
1117042,4710088410207,50-54,1
1117042,8992741956109,50-54,2
1117042,4710570004907,50-54,1
1117042,723125485032,50-54,1
1117042,4710047500796,50-54,2
1117042,4710823997239,50-54,1
1117042,4710174003849,50-54,1
1117042,4710035313414,50-54,1
1117042,4902430041218,50-54,1
1117042,4710063138034,50-54,2
1117042,4712425010255,50-54,2
1117042,4710054510238,50-54,2
1117042,4540121234626,50-54,1
1117042,4711763001741,50-54,1
1117042,4710632001356,50-54,1
1117042,4713754987621,50-54,1
1117042,4710740600168,50-54,1
1117042,4719090106009,50-54,1
1117042,4956043788688,50-54,1
1117042,4711001302104,50-54,5
1117042,4710294110113,50-54,2
1117042,4711663666613,50-54,1
1117042,4712277888316,50-54,1
1117042,4711186600064,50-54,1
1117042,4710088436559,50-54,4
1117042,9556001096302,50-54,1
1117042,8801164004017,50-54,2
1117042,4710030112203,50-54,1
1117042,20571009,50-54,1
1117042,4710632001356,50-54,1
1117042,4710085120628,50-54,2
1117042,4710632001356,50-54,1
1117042,4710088436542,50-54,2
1117042,4710644700827,50-54,2
1117042,37000337270,50-54,1
1117042,4710583300089,50-54,1
1117042,4710772025236,50-54,1
1117042,4710008241218,50-54,2
1117042,80135616,50-54,1
1117042,8801687000206,50-54,1
1117042,4717097101027,50-54,1
1117042,37000445111,50-54,1
1117042,4710247006135,50-54,1
1117042,4710174053691,50-54,1
1117042,4710088414311,50-54,2
1117042,4714981010038,50-54,2
1117042,4710030356102,50-54,1
1117042,4710175565612,50-54,1
1117042,4710908131589,50-54,1
1117042,4710175565711,50-54,1
1117042,4719090701051,50-54,2
1117042,4711663700010,50-54,3
1117042,4710012131130,50-54,1
1117042,4711258001256,50-54,1
1117042,4710022275503,50-54,1
1117042,4715874000600,50-54,2
1117042,9556023331146,50-54,1
1117042,4710011405133,50-54,1
1117042,4710731060124,50-54,1
1117042,4710154018054,50-54,1
1117042,4713754987614,50-54,1
1117042,4710088436542,50-54,3
1117042,4710632001356,50-54,1
1117042,4711663666620,50-54,1
1117042,4712277888316,50-54,3
1117042,4711486001271,50-54,1
1117042,4710632001356,50-54,1
1117042,4710363375504,50-54,1
1117042,4712482040400,50-54,1
1117042,79763251141,50-54,1
1117042,4715890100018,50-54,1
2023939,4711985005589,<25,1
2023939,4710088433312,<25,3
2023939,31200441058,<25,1
2023939,4710043004564,<25,1
2023939,4710175565551,<25,1
2023939,4711686002504,<25,1
2023939,4710085172900,<25,2
2023939,20246129,<25,1
2023939,4710088414403,<25,1
2023939,4710311811511,<25,1
2023939,4710467221196,<25,1
2023939,4710105045719,<25,1
2023939,4719856840024,<25,5
2023939,4710105051642,<25,1
2023939,4710719000333,<25,3
2023939,20535414,<25,1
2023939,4710167221014,<25,1
2023939,20557003,<25,1
2023939,4710088410139,<25,1
2023939,37000440147,<25,1
2023939,4710543310059,<25,1
2023939,9311827001233,<25,1
2023939,4710140601512,<25,4
2023939,4710088412966,<25,1
2023939,7610053910794,<25,7
2023939,4710254041020,<25,1
2023939,4710527119029,<25,1
2023939,4710312030645,<25,1
2023939,4710323168078,<25,1
2023939,4710105051642,<25,4
2023939,4710126184268,<25,1
2023939,4710063312236,<25,3
2023939,4712076005136,<25,1
2023939,4710030343508,<25,1
2023939,4710088413383,<25,2
2023939,4710254049521,<25,1
2023939,4719090900065,<25,1
2023939,4714381003128,<25,6
2023939,4710114362029,<25,4
2023939,4712277888620,<25,1
2023939,4710126194311,<25,1
2023939,4710105031811,<25,1
2023939,4711271000014,<25,2
2023939,4710543310066,<25,1
2023939,4710452110115,<25,1
2023939,4710168102206,<25,1
2023939,2250271000997,<25,1
2023939,4934567392871,<25,1
2023939,4710998001205,<25,1
2023939,4710088434104,<25,1
2023939,4710018008634,<25,1
2023939,4710088434500,<25,1
2023939,8851818003200,<25,1
2023939,4710105031675,<25,1
2023939,4712697420516,<25,1
2023939,4711524000891,<25,2
2023939,20246013,<25,1
2023939,4711371850243,<25,1
2023939,4718647901043,<25,1
2023939,40000015314,<25,1
2023939,4714050000328,<25,2
2023939,4711046199080,<25,1
2023939,4710105002019,<25,3
2023939,4715003111054,<25,1
2023939,4711271000014,<25,1
2023939,4713089006103,<25,1
2023939,4710088434043,<25,1
2023939,4710043553024,<25,1
2023939,4710189851282,<25,3
2023939,4956043788695,<25,1
2023939,4710018004704,<25,1
2023939,4710088412218,<25,1
2023939,4710334041810,<25,1
2023939,4710105051321,<25,2
2023939,4710022275503,<25,1
2023939,4710357304701,<25,1
2023939,4718176270498,<25,4
2023939,4714050000328,<25,1
2023939,4719862630534,<25,1
2023939,4710189851268,<25,1
2023939,4710110221443,<25,1
2023939,8999002568972,<25,1
2023939,47106710,<25,1
2023939,20566395,<25,3
2023939,4712031000565,<25,6
2023939,4710126193727,<25,1
2023939,4711524001041,<25,1
2023939,4710043940411,<25,1
2023939,4712031000138,<25,1
2023939,4710160001033,<25,1
2023939,4719860717503,<25,2
2023939,4710043004564,<25,1
2023939,4710247005299,<25,1
2023939,4710199010778,<25,1
2023939,4710126194083,<25,1
2023939,4710035313469,<25,1
2023939,8999002594377,<25,1
2023939,4710209763120,<25,1
2023939,4710421090011,<25,1
2023939,4710247006593,<25,1
2023939,4711572001260,<25,1
2023939,4710731033104,<25,1
2023939,4710105051642,<25,1
2023939,4710022395706,<25,1
2023939,4710908131589,<25,3
2023939,4711572001116,<25,1
2023939,22000121509,<25,1
2023939,4715890102463,<25,1
2023939,4710018004605,<25,12
2023939,2250271000430,<25,1
2023939,4710018004605,<25,2
2023939,4710312030034,<25,1
2023939,8801024190225,<25,1
2023939,4710191020010,<25,1
2023939,4711258004004,<25,1
2023939,4710626622857,<25,1
2023939,4710105051703,<25,1
2023939,20498573,<25,1
2023939,4710247005831,<25,1
2023939,8888215880462,<25,1
2023939,4901550332077,<25,1
2023939,4710088433305,<25,1
2023939,4710114362029,<25,1
2023939,4711588250119,<25,2
2023939,4711271000014,<25,2
2023939,4711524000600,<25,1
2023939,4710057830050,<25,1
2023939,4710035313414,<25,1
2023939,7610700600863,<25,1
2023939,4710363340007,<25,1
2023939,8993189210228,<25,2
2023939,4710254016035,<25,1
2023939,7614500010013,<25,1
2023939,4710683100015,<25,2
2023939,4710088414052,<25,1
2023939,4710088412218,<25,1
2023939,20554682,<25,2
2023939,4710105031613,<25,4
2023939,4712054700459,<25,1
2023939,4714381003128,<25,1
2023939,4710254015021,<25,2
2023939,80050278,<25,1
2023939,37000329206,<25,1
2023939,4710160013074,<25,1
2023939,4710583996008,<25,1
2023939,4711686006113,<25,1
2023939,4710114128038,<25,1
2023939,4711207003089,<25,1
2023939,4710022102892,<25,1
2023939,4710852003000,<25,1
2023939,4710011432702,<25,1
2023939,4710247006562,<25,1
2023939,4710114604112,<25,1
2023939,4710105051321,<25,5
2023939,4710731033302,<25,1
2023939,4711128778813,<25,1
2023939,4710088433312,<25,1
2023939,4710105045719,<25,1
2023939,4710363502016,<25,1
2023939,4710088434197,<25,1
2023939,4710777110661,<25,1
2023939,4710247005831,<25,1
2023939,40000015321,<25,1
2023939,4714681951181,<25,1
2023939,4710082016009,<25,1
2023939,4710543111076,<25,1
2023939,4710114750406,<25,1
2023939,4710570002606,<25,1
2023939,4710049000973,<25,2
2023939,4710174041698,<25,1
2023939,2250271000218,<25,1
2023939,4710105045450,<25,1
2023939,4719474000237,<25,1
2023939,4710085150328,<25,1
2023939,4710105051420,<25,1
2023939,4718433614669,<25,2
2023939,4710063333507,<25,1
2023939,4714981010038,<25,1
2023939,4710038763308,<25,1
2023939,4710088410610,<25,3
2023939,4710105031811,<25,1
2023939,4710088433312,<25,1
2023939,4710088436665,<25,1
2023939,4710035313414,<25,1
2023939,4710105051321,<25,3
2023939,4710312010111,<25,1
2023939,4711553166735,<25,2
2023939,3960097006002,<25,1
2023939,4934567912406,<25,1
2023939,7610053910787,<25,3
2023939,4710063333507,<25,1
2023939,4710063422379,<25,1
2023939,4710467221516,<25,1
2023939,4014400901573,<25,1
2023939,4710585810579,<25,6
2023939,20546236,<25,2
2023939,8712045008539,<25,3
1615661,4710265849066,40-44,1
1615661,4718429100060,40-44,2
1615661,4711634002587,40-44,1
1615661,20412036,40-44,1
1615661,4711926725651,40-44,1
1615661,8992741956109,40-44,1
1615661,4711931220110,40-44,1
1615661,4710063312106,40-44,1
1615661,4711926725651,40-44,1
1615661,4710134023214,40-44,1
1615661,4710012142136,40-44,1
1615661,4710088433343,40-44,2
1615661,4710105011011,40-44,1
1615661,4711437000018,40-44,1
1615661,4711572001147,40-44,1
1615661,4710583996008,40-44,1
1615661,8000500029350,40-44,3
1615661,4710347821126,40-44,1
1615661,4710063121661,40-44,1
1615661,4711634002747,40-44,1
1615661,4710632001356,40-44,2
1615661,4710088414328,40-44,1
1615661,4711634002754,40-44,1
1615661,4710105025810,40-44,1
1615661,4719090790017,40-44,5
1615661,4713243940717,40-44,1
1615661,8850332247145,40-44,1
1615661,4710088432346,40-44,1
1615661,4718429100060,40-44,1
1615661,719859796117,40-44,12
1615661,4710088433343,40-44,2
1615661,4711926725651,40-44,1
1615661,4710035369510,40-44,1
1615661,4710583350701,40-44,2
1615661,4711572001116,40-44,1
1615661,4714981010038,40-44,2
1615661,4710088432346,40-44,1
1615661,4710012142136,40-44,1
1615661,4710105011042,40-44,1
1615661,4710088434043,40-44,2
1615661,4710321861209,40-44,1
1615661,4710247005206,40-44,1
1615661,4710762101018,40-44,1
1615661,4710583350701,40-44,2
1615661,4710626622857,40-44,1
1615661,4713758146031,40-44,1
1615661,4713758146031,40-44,2
1615661,4710088432353,40-44,1
1615661,4710191020003,40-44,1
1615661,4711926725651,40-44,1
1615661,4710105011011,40-44,1
1615661,4719090106009,40-44,1
1615661,4710191020010,40-44,1
1615661,4710247001338,40-44,1
1615661,4710088433343,40-44,4
1615661,4710570002606,40-44,1
1615661,4710063312106,40-44,1
1615661,20393038,40-44,1
1615661,4711022100017,40-44,1
1615661,4710191020027,40-44,1
1615661,4710063312106,40-44,1
1615661,4711022100017,40-44,1
1615661,4710088432742,40-44,1
914840,4710018004605,45-49,1
914840,4710088414243,45-49,2
914840,4710706111752,45-49,1
914840,20412036,45-49,1
914840,4710154015206,45-49,1
914840,4710105051642,45-49,2
914840,4710168302064,45-49,1
914840,4710088620156,45-49,1
914840,4711022100017,45-49,1
914840,4710105010137,45-49,1
914840,37000441809,45-49,1
914840,4710362010093,45-49,1
914840,4710011406123,45-49,1
914840,37000440192,45-49,3
914840,4710011401135,45-49,2
914840,4710105045450,45-49,1
914840,4014400901573,45-49,3
914840,4710036003581,45-49,1
914840,4710104112924,45-49,2
914840,4713205070919,45-49,1
914840,4712697490816,45-49,2
914840,4710105010168,45-49,1
914840,20412036,45-49,1
914840,4710362010093,45-49,1
914840,37000441809,45-49,3
914840,4712425010712,45-49,2
914840,4710088433305,45-49,6
914840,4710088433312,45-49,2
914840,4711634002570,45-49,2
914840,4710857000066,45-49,1
914840,20412036,45-49,1
914840,4710603013425,45-49,1
914840,4710057620071,45-49,1
914840,4710105045450,45-49,2
914840,4712697490816,45-49,2
914840,37000440192,45-49,1
914840,4710088620408,45-49,1
914840,4710105010137,45-49,1
914840,4710105045450,45-49,1
914840,4710105010168,45-49,1
914840,4713145000113,45-49,1
914840,4712697490816,45-49,3
914840,4710022235507,45-49,2
914840,4710010020016,45-49,1
914840,4710088436207,45-49,1
914840,4710088412966,45-49,2
914840,4710421090011,45-49,2
914840,4710018004605,45-49,2
914840,4710105015521,45-49,1
914840,4713205070919,45-49,3
914840,4710626111252,45-49,1
914840,4710018004605,45-49,1
914840,4710105010168,45-49,1
914840,4710057500120,45-49,1
914840,4710126001114,45-49,1
914840,4710126001121,45-49,1
914840,4710011401128,45-49,2
914840,4710088436207,45-49,1
914840,4710466103080,45-49,1
914840,7614500011218,45-49,1
914840,4710626110613,45-49,1
914840,20412036,45-49,1
2042145,4719090105002,40-44,1
2042145,4710176023098,40-44,1
2042145,4710105045443,40-44,2
2042145,4710085127016,40-44,1
2042145,4710085120093,40-44,1
2042145,4710088432353,40-44,1
2042145,20557003,40-44,1
2042145,4710085127016,40-44,1
2042145,4710105010182,40-44,1
2042145,4711271000014,40-44,2
2042145,4719090105019,40-44,1
2042145,4710085172696,40-44,2
2042145,4710088411785,40-44,1
2042145,4710088413383,40-44,2
2042145,4712959001590,40-44,1
2042145,4710105045443,40-44,2
2042145,4710063031106,40-44,1
2042145,38000082207,40-44,1
2042145,4710320154142,40-44,1
2042145,20332433,40-44,1
2042145,4710154058326,40-44,1
2042145,4710088411761,40-44,2
2042145,4712019100591,40-44,1
2042145,4710823997208,40-44,1
2042145,4710085120628,40-44,1
2042145,4710722000566,40-44,1
2042145,4710094097768,40-44,1
2042145,4710583300089,40-44,1
2042145,4710105031682,40-44,1
2042145,4710980000056,40-44,1
2042145,20341992,40-44,1
2042145,20332433,40-44,1
2042145,4710570004907,40-44,1
2042145,4710105045443,40-44,2
2042145,4714910170307,40-44,1
2042145,4711779266066,40-44,1
2042145,4711080040195,40-44,1
2042145,4719090900065,40-44,1
2042145,4712814168888,40-44,2
2042145,4710015202912,40-44,1
2042145,20498573,40-44,1
2042145,4710088410610,40-44,1
2042145,4710047504374,40-44,1
2042145,20341992,40-44,1
2042145,4710154015206,40-44,1
2042145,4710421090059,40-44,6
1747270,4719581980293,30-34,1
1747270,4901422038939,30-34,2
1747270,4710126194281,30-34,1
1747270,4710126194311,30-34,1
1747270,4710036009804,30-34,3
1747270,4710168702901,30-34,1
1747270,4710697581015,30-34,1
1747270,4711271000472,30-34,1
1747270,4710154033712,30-34,1
1747270,4710105046037,30-34,1
1747270,4711001300032,30-34,1
1747270,4711587809233,30-34,2
1747270,8002110321640,30-34,1
1747270,4710088434043,30-34,1
1747270,2250271000072,30-34,3
1747270,4710114606048,30-34,3
1747270,4710126193840,30-34,1
1747270,4710088436368,30-34,1
1747270,4710868506885,30-34,1
1747270,4710088433312,30-34,1
1747270,4710035311106,30-34,1
1747270,4710561201100,30-34,1
1747270,4710626844013,30-34,1
1747270,4710323168054,30-34,1
1747270,4710018004704,30-34,1
1747270,4712031000565,30-34,5
1747270,4710088436368,30-34,1
1747270,4719859760978,30-34,1
1747270,4719090790000,30-34,1
1747270,4710088620156,30-34,2
1747270,4710088432353,30-34,2
1747270,4710126185012,30-34,1
1747270,4718433613242,30-34,1
1747270,4718057700052,30-34,1
1747270,4710036009804,30-34,1
1747270,4715006140419,30-34,1
1747270,4710088434043,30-34,3
1747270,20332433,30-34,1
1747270,4710323168092,30-34,1
1747270,4710126021198,30-34,1
1747270,4710088433305,30-34,1
1747270,4711269680716,30-34,1
1747270,4710105010182,30-34,1
1747270,4711207003089,30-34,1
1747270,4710105045320,30-34,1
1747270,4710109770402,30-34,2
1747270,4710088412959,30-34,1
1747270,4710047511037,30-34,1
1747270,4710110100373,30-34,1
1747270,4719581980248,30-34,1
1747270,4710105040547,30-34,1
1747270,4710047511167,30-34,1
1747270,4710603011018,30-34,1
1747270,4711553174723,30-34,2
1747270,4710126091849,30-34,1
1747270,4710583910004,30-34,1
1747270,4710105051680,30-34,1
1747270,4934567392871,30-34,1
1747270,4711001302104,30-34,1
1747270,4710046021155,30-34,1
1747270,4711271000014,30-34,2
1747270,4710126185012,30-34,1
1747270,4711553174723,30-34,1
1747270,4710168102206,30-34,1
1747270,4711001108386,30-34,1
1747270,4710291138134,30-34,1
1747270,4710126001244,30-34,1
1747270,4716114000312,30-34,1
1747270,4710254016028,30-34,1
1747270,4710088434043,30-34,1
1747270,4710126193840,30-34,1
1747270,4710105031613,30-34,1
1747270,4711271000014,30-34,2
1747270,22000121509,30-34,1
1747270,4714981010038,30-34,1
1747270,4711553174723,30-34,1
1747270,4710085171545,30-34,1
1747270,4710088412973,30-34,1
1747270,4710105020327,30-34,1
1747270,4710265849066,30-34,1
1747270,4710011414012,30-34,1
1747270,4710105015118,30-34,1
1747270,4710452110115,30-34,1
1747270,4710085104116,30-34,1
1747270,20332433,30-34,2
1747270,4711022100017,30-34,7
1747270,723125481409,30-34,1
1747270,4710057160447,30-34,1
1747270,4710022102892,30-34,1
1747270,4710022102793,30-34,1
1747270,4710321790509,30-34,1
1747270,4710088433312,30-34,2
1747270,4710022102304,30-34,1
1747270,20557003,30-34,1
1747270,4710018004605,30-34,1
1747270,4710364144307,30-34,2
1747270,4710032501791,30-34,6
1747270,4713754987607,30-34,1
1747270,4710063021183,30-34,1
1747270,4711271000014,30-34,1
1747270,4710154058319,30-34,1
1747270,4710094004810,30-34,1
1747270,4710126001244,30-34,1
1747270,4711083320935,30-34,1
1747270,4710105045320,30-34,1
1747270,4711634002570,30-34,1
1747270,4710088410139,30-34,1
1747270,4711553166735,30-34,2
1747270,4710088412966,30-34,1
1747270,4710105046020,30-34,1
1747270,4711123955936,30-34,1
1747270,4710421090059,30-34,2
1747270,34000101092,30-34,1
1747270,4714981010038,30-34,1
1747270,4710254016011,30-34,1
1747270,4710105040516,30-34,1
1747270,4716426880619,30-34,1
1747270,4712453001072,30-34,2
1747270,4710088432339,30-34,1
1747270,4710583110015,30-34,1
1846706,4710690099456,>70,1
1846706,4710162000133,>70,1
1846706,4712054701371,>70,1
1846706,4710011405133,>70,1
1846706,4711049230025,>70,1
1846706,2250028000218,>70,1
1846706,4717101101265,>70,3
1846706,4710011402194,>70,1
1846706,4710683100015,>70,2
1846706,4710583350985,>70,2
1846706,4710857000066,>70,1
1846706,9556001589101,>70,2
1846706,4710011401128,>70,1
1846706,4710583510105,>70,1
1846706,8801019421013,>70,1
1846706,4710012131130,>70,1
1846706,4710221680467,>70,1
1846706,4710011401128,>70,3
1846706,4711271000014,>70,1
1846706,51000135568,>70,1
1846706,4710583350718,>70,1
1846706,4710857000028,>70,1
1846706,4710011401128,>70,2
1846706,4710043001211,>70,2
1846706,4712815112286,>70,1
1846706,4718433614799,>70,1
1846706,4711022100017,>70,1
1846706,4710120001653,>70,1
1846706,4710162000058,>70,1
1846706,4710012131130,>70,1
1846706,9300644131711,>70,1
1846706,4710583996008,>70,1
1846706,4711524000907,>70,2
1846706,4711271000014,>70,1
1846706,4710011405133,>70,1
1846706,4710857000066,>70,1
1846706,4710857000059,>70,1
1846706,4710175567111,>70,1
1846706,4714854888672,>70,1
1846706,4710162000119,>70,2
1846706,4711269679024,>70,1
1846706,4710114362029,>70,1
1846706,9300644131711,>70,1
1846706,4710104131550,>70,1
1846706,4710036011029,>70,2
1846706,4711408000139,>70,1
1846706,4710035310055,>70,1
1846706,4718433613259,>70,1
1846706,47100312,>70,3
1846706,4710175567111,>70,1
1846706,4710857000042,>70,1
1846706,2250271000966,>70,2
1958690,4714981010038,35-39,2
1958690,4710011408028,35-39,2
1958690,4901301046710,35-39,1
1958690,4710114321231,35-39,1
1958690,4710126193482,35-39,1
1958690,4711918030084,35-39,1
1958690,4710585930604,35-39,1
1958690,4710126190535,35-39,1
1958690,9310034370071,35-39,1
1958690,4710154018054,35-39,3
1958690,9300644131681,35-39,1
1958690,4710043000498,35-39,1
1958690,4710186184192,35-39,1
1958690,4710015103370,35-39,1
1958690,4710594912028,35-39,2
1958690,4901301046710,35-39,1
1958690,4710126190528,35-39,1
1958690,4710032501098,35-39,1
1958690,4710011417099,35-39,1
1958690,9300644131698,35-39,1
1958690,4710628131012,35-39,1
1958690,4710008251125,35-39,2
1958690,4710171083226,35-39,1
1958690,4710291101039,35-39,1
1958690,4710154012144,35-39,4
1958690,4710943101318,35-39,1
1958690,4714981010038,35-39,1
1958690,4710126193482,35-39,3
1958690,4710105040516,35-39,1
1958690,4710628131012,35-39,1
1958690,4710386123229,35-39,1
1958690,4710174011790,35-39,1
1958690,4713930471692,35-39,1
1958690,4710126193482,35-39,2
1958690,4710105040516,35-39,1
1958690,4710126091863,35-39,1
1958690,4710015103066,35-39,1
1958690,4710126190528,35-39,1
1958690,4710047502066,35-39,2
1958690,4710043000429,35-39,1
1958690,4713985863121,35-39,2
1958690,4710126193482,35-39,1
1958690,4710011408028,35-39,2
1958690,4710126190535,35-39,1
1958690,4710018008733,35-39,2
1958690,4710043004731,35-39,1
1958690,4710126190535,35-39,1
1958690,4710011408028,35-39,1
1958690,9556001096302,35-39,1
1958690,8888240001726,35-39,1
1958690,4710697576226,35-39,1
1958690,4710327010632,35-39,1
1981421,20415723,30-34,1
1981421,4710088414328,30-34,1
1981421,4713985863121,30-34,1
1981421,4714981010038,30-34,1
1981421,4710043004540,30-34,1
1981421,4902511153298,30-34,3
1981421,8801266122145,30-34,1
1981421,4713985863121,30-34,1
1981421,4902520163103,30-34,1
1981421,4710626622857,30-34,1
1981421,4714981010038,30-34,2
1981421,4710088434258,30-34,1
1981421,4719856840017,30-34,1
1981421,4710094097584,30-34,1
1981421,4710043000429,30-34,1
1981421,4714478100013,30-34,1
1981421,4710043004236,30-34,1
1981421,4711271000014,30-34,1
1981421,4711985005602,30-34,1
1981421,4713985863121,30-34,2
1981421,4014400901573,30-34,3
1981421,4710527119067,30-34,1
1981421,51000036872,30-34,1
1981421,4713985863121,30-34,1
1981421,9300644131711,30-34,1
1981421,4710543310059,30-34,1
1981421,3228020490336,30-34,1
1981421,4710731033517,30-34,1
1981421,4710043004236,30-34,1
1981421,4710094097584,30-34,1
